## This is an edited version of migrant_journey_updated..._b.csv
## Dep. joining or accompanying => Dep_J_A
## Zero expired rows were omited. I've put them back in. 
## Africa Sub-Saharan => Sub_Saharan_Africa
nationality,year_issued,visa_cat_broad,year,status_year_end,value
Sub_Saharan_Africa,2020,Dep_J_A,2020,Valid visa,826
Sub_Saharan_Africa,2004,Family,2004,Expired,259
Sub_Saharan_Africa,2004,Family,2004,Valid visa,9178
Sub_Saharan_Africa,2004,Family,2005,Expired,1182
Sub_Saharan_Africa,2004,Family,2005,Valid visa,8255
Sub_Saharan_Africa,2004,Family,2006,Expired,1924
Sub_Saharan_Africa,2004,Family,2006,Valid visa,7513
Sub_Saharan_Africa,2004,Family,2007,Expired,2077
Sub_Saharan_Africa,2004,Family,2007,Valid visa,7360
Sub_Saharan_Africa,2004,Family,2008,Expired,2311
Sub_Saharan_Africa,2004,Family,2008,Valid visa,7126
Sub_Saharan_Africa,2004,Family,2009,Expired,2362
Sub_Saharan_Africa,2004,Family,2009,Valid visa,7075
Sub_Saharan_Africa,2004,Family,2010,Expired,2377
Sub_Saharan_Africa,2004,Family,2010,Valid visa,7060
Sub_Saharan_Africa,2004,Family,2011,Expired,2401
Sub_Saharan_Africa,2004,Family,2011,Valid visa,7036
Sub_Saharan_Africa,2004,Family,2012,Expired,2458
Sub_Saharan_Africa,2004,Family,2012,Valid visa,6979
Sub_Saharan_Africa,2004,Family,2013,Expired,2642
Sub_Saharan_Africa,2004,Family,2013,Valid visa,6795
Sub_Saharan_Africa,2004,Family,2014,Expired,2698
Sub_Saharan_Africa,2004,Family,2014,Valid visa,6739
Sub_Saharan_Africa,2004,Family,2015,Expired,2700
Sub_Saharan_Africa,2004,Family,2015,Valid visa,6737
Sub_Saharan_Africa,2004,Family,2016,Expired,2703
Sub_Saharan_Africa,2004,Family,2016,Valid visa,6734
Sub_Saharan_Africa,2004,Family,2017,Expired,2706
Sub_Saharan_Africa,2004,Family,2017,Valid visa,6731
Sub_Saharan_Africa,2004,Family,2018,Expired,2707
Sub_Saharan_Africa,2004,Family,2018,Valid visa,6730
Sub_Saharan_Africa,2004,Family,2019,Expired,2708
Sub_Saharan_Africa,2004,Family,2019,Valid visa,6729
Sub_Saharan_Africa,2004,Family,2020,Expired,2716
Sub_Saharan_Africa,2004,Family,2020,Valid visa,6721
Sub_Saharan_Africa,2005,Family,2005,Expired,62
Sub_Saharan_Africa,2005,Family,2005,Valid visa,9818
Sub_Saharan_Africa,2005,Family,2006,Expired,1557
Sub_Saharan_Africa,2005,Family,2006,Valid visa,8323
Sub_Saharan_Africa,2005,Family,2007,Expired,2385
Sub_Saharan_Africa,2005,Family,2007,Valid visa,7495
Sub_Saharan_Africa,2005,Family,2008,Expired,2547
Sub_Saharan_Africa,2005,Family,2008,Valid visa,7333
Sub_Saharan_Africa,2005,Family,2009,Expired,2658
Sub_Saharan_Africa,2005,Family,2009,Valid visa,7222
Sub_Saharan_Africa,2005,Family,2010,Expired,2709
Sub_Saharan_Africa,2005,Family,2010,Valid visa,7171
Sub_Saharan_Africa,2005,Family,2011,Expired,2724
Sub_Saharan_Africa,2005,Family,2011,Valid visa,7156
Sub_Saharan_Africa,2005,Family,2012,Expired,2753
Sub_Saharan_Africa,2005,Family,2012,Valid visa,7127
Sub_Saharan_Africa,2005,Family,2013,Expired,2822
Sub_Saharan_Africa,2005,Family,2013,Valid visa,7058
Sub_Saharan_Africa,2005,Family,2014,Expired,2896
Sub_Saharan_Africa,2005,Family,2014,Valid visa,6984
Sub_Saharan_Africa,2005,Family,2015,Expired,2945
Sub_Saharan_Africa,2005,Family,2015,Valid visa,6935
Sub_Saharan_Africa,2005,Family,2016,Expired,2949
Sub_Saharan_Africa,2005,Family,2016,Valid visa,6931
Sub_Saharan_Africa,2005,Family,2017,Expired,2952
Sub_Saharan_Africa,2005,Family,2017,Valid visa,6928
Sub_Saharan_Africa,2005,Family,2018,Expired,2954
Sub_Saharan_Africa,2005,Family,2018,Valid visa,6926
Sub_Saharan_Africa,2005,Family,2019,Expired,2959
Sub_Saharan_Africa,2005,Family,2019,Valid visa,6921
Sub_Saharan_Africa,2005,Family,2020,Expired,2968
Sub_Saharan_Africa,2005,Family,2020,Valid visa,6912
Sub_Saharan_Africa,2006,Family,2006,Expired,139
Sub_Saharan_Africa,2006,Family,2006,Valid visa,8324
Sub_Saharan_Africa,2006,Family,2007,Expired,802
Sub_Saharan_Africa,2006,Family,2007,Valid visa,7661
Sub_Saharan_Africa,2006,Family,2008,Expired,1583
Sub_Saharan_Africa,2006,Family,2008,Valid visa,6880
Sub_Saharan_Africa,2006,Family,2009,Expired,1672
Sub_Saharan_Africa,2006,Family,2009,Valid visa,6791
Sub_Saharan_Africa,2006,Family,2010,Expired,1790
Sub_Saharan_Africa,2006,Family,2010,Valid visa,6673
Sub_Saharan_Africa,2006,Family,2011,Expired,1862
Sub_Saharan_Africa,2006,Family,2011,Valid visa,6601
Sub_Saharan_Africa,2006,Family,2012,Expired,1874
Sub_Saharan_Africa,2006,Family,2012,Valid visa,6589
Sub_Saharan_Africa,2006,Family,2013,Expired,1911
Sub_Saharan_Africa,2006,Family,2013,Valid visa,6552
Sub_Saharan_Africa,2006,Family,2014,Expired,1932
Sub_Saharan_Africa,2006,Family,2014,Valid visa,6531
Sub_Saharan_Africa,2006,Family,2015,Expired,1977
Sub_Saharan_Africa,2006,Family,2015,Valid visa,6486
Sub_Saharan_Africa,2006,Family,2016,Expired,2003
